image_path,scene_label,timestamp
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (162).jpg,accident,2025-06-25T20:36:00.952209
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (163).jpg,accident,2025-06-25T20:36:00.952217
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (164).jpg,accident,2025-06-25T20:36:00.952225
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (165).jpg,accident,2025-06-25T20:36:00.952234
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (166).jpg,accident,2025-06-25T20:36:00.952242
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (167).jpg,accident,2025-06-25T20:36:00.952252
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (168).jpg,accident,2025-06-25T20:36:00.952261
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (169).jpg,accident,2025-06-25T20:36:00.952270
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (17).jpg,accident,2025-06-25T20:36:00.952278
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (170).jpg,accident,2025-06-25T20:36:00.952287
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (171).jpg,accident,2025-06-25T20:36:00.952295
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (172).jpg,accident,2025-06-25T20:36:00.952304
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (173).jpg,accident,2025-06-25T20:36:00.952313
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (174).jpg,accident,2025-06-25T20:36:00.952323
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (175).jpg,accident,2025-06-25T20:36:00.952331
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (176).jpg,accident,2025-06-25T20:36:00.952340
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (177).jpg,accident,2025-06-25T20:36:00.952350
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (178).jpg,accident,2025-06-25T20:36:00.952358
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (179).jpg,accident,2025-06-25T20:36:00.952367
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (18).jpg,accident,2025-06-25T20:36:00.952375
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (180).jpg,accident,2025-06-25T20:36:00.952383
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (181).jpg,accident,2025-06-25T20:36:00.952392
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (182).jpg,accident,2025-06-25T20:36:00.952400
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (183).jpg,accident,2025-06-25T20:36:00.952484
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (184).jpg,accident,2025-06-25T20:36:00.952494
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (185).jpg,accident,2025-06-25T20:36:00.952503
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (186).jpg,accident,2025-06-25T20:36:00.952512
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (187).jpg,accident,2025-06-25T20:36:00.952520
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (188).jpg,accident,2025-06-25T20:36:00.952529
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (189).jpg,accident,2025-06-25T20:36:00.952537
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (19).jpg,accident,2025-06-25T20:36:00.952546
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (190).jpg,accident,2025-06-25T20:36:00.952554
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (191).jpg,accident,2025-06-25T20:36:00.952562
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (192).jpg,accident,2025-06-25T20:36:00.952571
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (193).jpg,accident,2025-06-25T20:36:00.952580
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (194).jpg,accident,2025-06-25T20:36:00.952589
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (195).jpg,accident,2025-06-25T20:36:00.952597
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (196).jpg,accident,2025-06-25T20:36:00.952605
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (197).jpg,accident,2025-06-25T20:36:00.952614
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (198).jpg,accident,2025-06-25T20:36:00.952622
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (199).jpg,accident,2025-06-25T20:36:00.952630
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (2).jpg,accident,2025-06-25T20:36:00.952639
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (20).jpg,accident,2025-06-25T20:36:00.952648
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (200).jpg,accident,2025-06-25T20:36:00.952656
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (201).jpg,accident,2025-06-25T20:36:00.952665
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (202).jpg,accident,2025-06-25T20:36:00.952674
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (203).jpg,accident,2025-06-25T20:36:00.952682
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (204).jpg,accident,2025-06-25T20:36:00.952717
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (205).jpg,accident,2025-06-25T20:36:00.952728
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (206).jpg,accident,2025-06-25T20:36:00.952736
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (207).jpg,accident,2025-06-25T20:36:00.952745
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (208).jpg,accident,2025-06-25T20:36:00.952754
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (209).jpg,accident,2025-06-25T20:36:00.952762
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (21).jpg,accident,2025-06-25T20:36:00.952770
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (210).jpg,accident,2025-06-25T20:36:00.952778
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (211).jpg,accident,2025-06-25T20:36:00.952787
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (212).jpg,accident,2025-06-25T20:36:00.952795
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (213).jpg,accident,2025-06-25T20:36:00.952803
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (214).jpg,accident,2025-06-25T20:36:00.952812
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (215).jpg,accident,2025-06-25T20:36:00.952820
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (216).jpg,accident,2025-06-25T20:36:00.952828
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (217).jpg,accident,2025-06-25T20:36:00.952837
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (218).jpg,accident,2025-06-25T20:36:00.952845
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (219).jpg,accident,2025-06-25T20:36:00.952853
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (22).jpg,accident,2025-06-25T20:36:00.952862
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (220).jpg,accident,2025-06-25T20:36:00.952870
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (221).jpg,accident,2025-06-25T20:36:00.952878
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (222).jpg,accident,2025-06-25T20:36:00.952886
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (223).jpg,accident,2025-06-25T20:36:00.952894
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (224).jpg,accident,2025-06-25T20:36:00.952903
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (225).jpg,accident,2025-06-25T20:36:00.952933
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (226).jpg,accident,2025-06-25T20:36:00.952942
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (227).jpg,accident,2025-06-25T20:36:00.952951
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (228).jpg,accident,2025-06-25T20:36:00.952960
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (229).jpg,accident,2025-06-25T20:36:00.952968
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (23).jpg,accident,2025-06-25T20:36:00.952977
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (230).jpg,accident,2025-06-25T20:36:00.952985
C:/Personal Projects/AI_Powered_traffic_management_system/data/trafficnet_dataset_v1/trafficnet_dataset_v1/train/image_2\ACCIDENT1 (231).jpg,accident,2025-06-25T20:36:00.952994
