image_path,scene_label,timestamp
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10110).jpg,accident,2025-06-28T18:12:40.931555
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10111).jpg,accident,2025-06-28T18:12:40.931556
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10112).jpg,accident,2025-06-28T18:12:40.931558
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10113).jpg,accident,2025-06-28T18:12:40.931560
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10114).jpg,accident,2025-06-28T18:12:40.931562
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10115).jpg,accident,2025-06-28T18:12:40.931564
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10116).jpg,accident,2025-06-28T18:12:40.931566
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10117).jpg,accident,2025-06-28T18:12:40.931568
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10118).jpg,accident,2025-06-28T18:12:40.931570
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10119).jpg,accident,2025-06-28T18:12:40.931572
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (1012).jpg,accident,2025-06-28T18:12:40.931574
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10120).jpg,accident,2025-06-28T18:12:40.931576
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10121).jpg,accident,2025-06-28T18:12:40.931578
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10122).jpg,accident,2025-06-28T18:12:40.931580
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10123).jpg,accident,2025-06-28T18:12:40.931582
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10124).jpg,accident,2025-06-28T18:12:40.931584
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10125).jpg,accident,2025-06-28T18:12:40.931585
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10126).jpg,accident,2025-06-28T18:12:40.931587
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10127).jpg,accident,2025-06-28T18:12:40.931589
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10128).jpg,accident,2025-06-28T18:12:40.931591
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10129).jpg,accident,2025-06-28T18:12:40.931593
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (1013).jpg,accident,2025-06-28T18:12:40.931595
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10130).jpg,accident,2025-06-28T18:12:40.931603
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10131).jpg,accident,2025-06-28T18:12:40.931605
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10132).jpg,accident,2025-06-28T18:12:40.931607
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10133).jpg,accident,2025-06-28T18:12:40.931609
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10134).jpg,accident,2025-06-28T18:12:40.931611
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10135).jpg,accident,2025-06-28T18:12:40.931613
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10136).jpg,accident,2025-06-28T18:12:40.931615
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10137).jpg,accident,2025-06-28T18:12:40.931617
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10138).jpg,accident,2025-06-28T18:12:40.931619
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10139).jpg,accident,2025-06-28T18:12:40.931621
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (1014).jpg,accident,2025-06-28T18:12:40.931623
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10140).jpg,accident,2025-06-28T18:12:40.931625
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10141).jpg,accident,2025-06-28T18:12:40.931627
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10142).jpg,accident,2025-06-28T18:12:40.931629
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10143).jpg,accident,2025-06-28T18:12:40.931631
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10144).jpg,accident,2025-06-28T18:12:40.931633
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10145).jpg,accident,2025-06-28T18:12:40.931635
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10146).jpg,accident,2025-06-28T18:12:40.931637
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10147).jpg,accident,2025-06-28T18:12:40.931639
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10148).jpg,accident,2025-06-28T18:12:40.931641
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10149).jpg,accident,2025-06-28T18:12:40.931643
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (1015).jpg,accident,2025-06-28T18:12:40.931644
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10150).jpg,accident,2025-06-28T18:12:40.931653
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10151).jpg,accident,2025-06-28T18:12:40.931656
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10152).jpg,accident,2025-06-28T18:12:40.931658
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10153).jpg,accident,2025-06-28T18:12:40.931660
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10154).jpg,accident,2025-06-28T18:12:40.931661
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10155).jpg,accident,2025-06-28T18:12:40.931663
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10156).jpg,accident,2025-06-28T18:12:40.931665
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10157).jpg,accident,2025-06-28T18:12:40.931667
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10158).jpg,accident,2025-06-28T18:12:40.931669
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10159).jpg,accident,2025-06-28T18:12:40.931671
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (1016).jpg,accident,2025-06-28T18:12:40.931673
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10160).jpg,accident,2025-06-28T18:12:40.931675
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10161).jpg,accident,2025-06-28T18:12:40.931677
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10162).jpg,accident,2025-06-28T18:12:40.931679
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10163).jpg,accident,2025-06-28T18:12:40.931681
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10164).jpg,accident,2025-06-28T18:12:40.931683
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10165).jpg,accident,2025-06-28T18:12:40.931685
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10166).jpg,accident,2025-06-28T18:12:40.931687
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10167).jpg,accident,2025-06-28T18:12:40.931689
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10168).jpg,accident,2025-06-28T18:12:40.931691
C:/Personal Projects/AI_Powered_traffic_management_system/data/Traf_Acci_Data/image_2.1/accident (10169).jpg,accident,2025-06-28T18:12:40.931693
